Respondent.Serial,sample_group,idfx,respID,sernofx,S1,S2,respondent_age,hAgeRecode,S3,S4,S5,S6,S7 (1/9),S7 (2/9),S7 (3/9),S7 (4/9),S7 (5/9),S7 (6/9),S7 (7/9),S7 (8/9),S7 (9/9),Q1,Q2,Q3,Q4,Q5 (1/24),Q5 (2/24),Q5 (3/24),Q5 (4/24),Q5 (5/24),Q5 (6/24),Q5 (7/24),Q5 (8/24),Q5 (9/24),Q5 (10/24),Q5 (11/24),Q5 (12/24),Q5 (13/24),Q5 (14/24),Q5 (15/24),Q5 (16/24),Q5 (17/24),Q5 (18/24),Q5 (19/24),Q5 (20/24),Q5 (21/24),Q5 (22/24),Q5 (23/24),Q5 (24/24),OB1_loop[{_01}].OB1,OB1_loop[{_02}].OB1,OB1_loop[{_03}].OB1,OB1_loop[{_04}].OB1,OB1_loop[{_05}].OB1,OB1_loop[{_06}].OB1,OB1_loop[{_07}].OB1,OB1_loop[{_08}].OB1,OB1_loop[{_09}].OB1,OB1_loop[{_10}].OB1,OB1_loop[{_11}].OB1,OB1_loop[{_12}].OB1,OB1_loop[{_13}].OB1,OB1_loop[{_14}].OB1,OB2,OB3,OB4 (1/8),OB4 (2/8),OB4 (3/8),OB4 (4/8),OB4 (5/8),OB4 (6/8),OB4 (7/8),OB4 (8/8),OB5_loop[{_01}].OB5,OB5_loop[{_02}].OB5,OB5_loop[{_03}].OB5,OB5_loop[{_04}].OB5,OB5_loop[{_05}].OB5,OB5_loop[{_06}].OB5,OB5_loop[{_07}].OB5,OB5_loop[{_Other}].OB5,C0,C1,hCompanySize,C2,C3,C4,C5,C6 (1/6),C6 (2/6),C6 (3/6),C6 (4/6),C6 (5/6),C6 (6/6),C7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,gen_pop,9N87IF,9N87IF,743,_02,1966,59,age_06,_07,_01,_04,_03,_04,_05,_06,,,,,,,_04,"""This position is highly rewarding as it ensures stable financial provision for my household.""",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_02,_02,_04,_03,_01,_02,_01,_02,_03,_03,_03,_04,_03,_03,_05,_01,_05,_03,,,,,,,,,_04,,_04,,,,No,_04,company_03,_06,_01,_01,_04,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,gen_pop,G98EM6,G98EM6,744,_02,1987,38,age_04,_06,_01,_02,_05,_01,_04,_05,,,,,,,_04,This position offers adequate financial security for my household.,_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_02,_04,_01,_02,_02,_03,_04,_03,_03,_03,_04,_03,_03,_01,_03,_05,_07,,,,,,,,_04,,_02,,_03,,No,_05,company_03,_06,_02,_03,_06,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,gen_pop,DCG7EL,DCG7EL,745,_02,1963,62,age_06,_06,_01,_03,_04,_05,_06,_07,,,,,,,_04,"""I find great fulfillment in my profession.""",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_04,_03,_03,_04,_02,_03,_04,_04,_03,_03,_04,_02,_03,_04,_04,_02,_06,_01,_03,,,,,,_04,,_04,,,_03,,,Yes,_04,company_03,_05,_03,_01,_07,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,gen_pop,452G5D,452G5D,747,_02,1983,42,age_04,_06,_01,_03,_05,_06,_07,,,,,,,,_05,"""My work is indispensable to my family's well-being.""",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_04,_04,_03,_03,_01,_02,_02,_02,_03,_04,_03,_03,_03,_04,_04,_02,_03,_05,_01,_02,,,,,_05,_04,_03,,_02,,,,Yes,_05,company_03,_06,_01,_03,_06,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,gen_pop,CI184J,CI184J,748,_02,1988,37,age_04,_05,_01,_02,_04,_04,_05,_06,,,,,,,_04,My family and I are entirely dependent on my job for our livelihood.,_01,,,,,,,,,,,,,,,,,,,,,,,,,,_04,_04,_04,_04,_02,_03,_02,_04,_04,_03,_03,_03,_03,_03,_05,_01,_03,_05,_07,_04,,,,,,,_03,_04,_02,,_04,,Yes,_04,company_03,_07,_01,_02,_04,_01,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,gen_pop,6IDH23,6IDH23,749,_02,1964,61,age_06,_05,_01,_01,_04,_01,,,,,,,,,_04,Because I have gained the respect and admiration of many people in the company.,_01,,,,,,,,,,,,,,,,,,,,,,,,,,_02,_03,_02,_03,_01,_02,_01,_02,_04,_04,_04,_04,_04,_04,_04,_01,_04,,,,,,,,,,,_05,,,,,No,_05,company_03,_04,_01,_03,_03,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,gen_pop,KK5CEK,KK5CEK,750,_02,1978,47,age_05,_05,_01,_03,_03,_01,_04,,,,,,,,_04,My work meets all my financial needs comfortably.,_01,,,,,,,,,,,,,,,,,,,,,,,,,,_04,_03,_04,_03,_01,_02,_02,_03,_03,_03,_03,_03,_04,_04,_04,_01,_05,_03,,,,,,,,,_05,,_04,,,,Yes,_06,company_04,_08,_01,_01,_07,_01,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,gen_pop,6DHAIL,6DHAIL,751,_02,1974,51,age_05,_07,_01,_03,_02,_01,,,,,,,,,_05,My job provides me with sufficient financial means.,_01,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_04,_03,_02,_02,_02,_02,_03,_03,_04,_03,_04,_04,_05,_01,_01,_03,,,,,,,_04,,_05,,,,,,Yes,_05,company_03,_07,_01,_01,_07,_01,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,gen_pop,I5E869,I5E869,752,_02,1975,50,age_05,_06,_01,_04,_04,_01,_04,_05,_06,,,,,,_05,My current employment provides complete financial adequacy,_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_04,_03,_02,_02,_02,_03,_03,_04,_04,_03,_04,_03,_04,_02,_07,_02,_04,,,,,,,_04,,_03,,,_03,,Yes,_04,company_03,_06,_01,_01,_05,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,gen_pop,DD4CDF,DD4CDF,754,_02,1969,56,age_06,_04,_01,_03,_04,_02,,,,,,,,,_05,"Because this job brings me a good income, enough to cover my family's expenses.",_01,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_03,_01,_02,_01,_03,_04,_04,_04,_04,_03,_04,_04,_01,_07,,,,,,,,,,,,,,_05,,No,_04,company_03,_03,_01,_02,_02,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,gen_pop,DMBC1C,DMBC1C,755,_02,1978,47,age_05,_05,_01,_07,_02,_01,,,,,,,,,_05,"I have a deep affection for my current job, and my colleagues show me a lot of respect.",_01,,,,,,,,,,,,,,,,,,,,,,,,,,_02,_02,_02,_02,_01,_02,_02,_03,_03,_04,_04,_04,_03,_04,_04,_02,_04,,,,,,,,,,,_05,,,,,No,_06,company_04,_06,_05,_01,_06,_01,,,,,,_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,gen_pop,L8FNCH,L8FNCH,756,_02,1972,53,age_05,_03,_02,_04,_06,_08,,,,,,,,,_03,"The colleagues in the company get along relatively well, and the leaders are also pretty good to me.",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_04,_03,_03,_02,_02,_02,_02,_03,_03,_03,_03,_03,_02,_03,_03,_01,_07,,,,,,,,,,,,,,_04,,No,_03,company_02,_03,_01,_03,_02,_01,,,,,,_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,gen_pop,JGJ37L,JGJ37L,757,_02,1957,68,age_07,_07,_04,_03,_01,_01,,,,,,,,,_05,"Because I have put in a lot of effort, it has become an inseparable part of my life.",_01,,,,,,,,,,,,,,,,,,,,,,,,,,_01,_02,_02,_03,_02,_02,_01,_02,_04,_04,_04,_04,_04,_04,_04,_04,_03,,,,,,,,,,_05,,,,,,No,_06,company_04,_08,_04,_02,_09,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,gen_pop,NMDK7M,NMDK7M,758,_02,1972,53,age_05,_04,_02,_07,_07,_08,,,,,,,,,_04,"Because my current job makes me feel very relaxed, I am proud of it.",_01,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_02,_02,_03,_02,_03,_03,_04,_04,_03,_03,_04,_02,_01,_07,,,,,,,,,,,,,,_04,,No,_03,company_02,_02,_01,_02,_02,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,gen_pop,4KC9L4,4KC9L4,759,_02,1969,56,age_06,_05,_01,_01,_04,_04,,,,,,,,,_05,It can make my life more stable.,_01,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_03,_01,_02,_02,_03,_03,_04,_04,_04,_03,_04,_04,_01,_07,_06,_05,,,,,,,,,,_05,_05,_05,,No,_04,company_03,_04,_01,_03,_04,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,gen_pop,B6K498,B6K498,760,_02,1961,64,age_06,_07,_04,_06,_03,_02,_03,_04,,,,,,,_05,"It has accompanied me through half of my life, carrying too many memories of mine.",_01,,,,,,,,,,,,,,,,,,,,,,,,,,_02,_03,_03,_03,_02,_02,_02,_02,_04,_04,_04,_04,_04,_04,_04,_04,_06,_03,_05,,,,,,,,_05,,_05,_05,,,No,_05,company_03,_06,_01,_04,_06,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,gen_pop,6CMKEA,6CMKEA,761,_02,1996,29,age_03,_03,_01,_04,_05,_02,_03,,,,,,,,_04,It solves the current life problems.,_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_02,_01,_02,_02,_03,_03,_03,_04,_03,_03,_04,_03,_01,_07,_06,,,,,,,,,,,,_05,_05,,No,_03,company_02,_02,_03,_01,_02,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,gen_pop,CJ26GN,CJ26GN,762,_02,1998,27,age_03,_02,_01,_07,_06,_02,_03,,,,,,,,_04,"I think this job is full of challenges and opportunities for me, and I believe I will gradually come to like it.",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_02,_01,_03,_03,_03,_03,_03,_04,_03,_03,_04,_03,_02,_06,_07,,,,,,,,,,,,_05,_05,,No,_03,company_02,_02,_04,_01,_02,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,gen_pop,CL2ACD,CL2ACD,766,_01,2000,25,age_03,_03,_01,_02,_04,_04,_06,_08,,,,,,,_04,工资高，做事轻松,_02,,,,,,,,,,,,,,,,,,,,,,,,,,_02,_02,_03,_03,_02,_03,_02,_02,_03,_04,_04,_03,_03,_04,_04,_01,_04,_06,,,,,,,,,,_05,,_05,,,No,_08,company_05,_06,_01,_02,_03,_04,,,,,,_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,gen_pop,8G76CJ,8G76CJ,770,_01,1980,45,age_05,_06,_01,_03,_07,_06,,,,,,,,,_03,"This is the job I love, and it provides me with a stable income.",_01,,,,,,,,,,,,,,,,,,,,,,,,,,_02,_04,_04,_03,_03,_03,_03,_03,_03,_03,_02,_04,_03,_03,_03,_01,_05,,,,,,,,,,,,_04,,,,No,_04,company_03,_02,_02,_01,_03,_01,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,gen_pop,GKG1J4,GKG1J4,772,_01,1989,36,age_04,_06,_01,_07,_04,_04,,,,,,,,,_03,"As a project manager, I am generally satisfied with my work in the security industry. This field is full of challenges, but it also gives me the opportunity to drive key security projects to fruition and enhance the company's risk defense capabilities. The process of teamwork and continuous learning of new technologies makes me feel fulfilled, and it is very rewarding to see the practical value brought by the project results.",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_02,_02,_02,_02,_01,_03,_02,_04,_03,_03,_03,_03,_03,_04,_02,_01,_07,,,,,,,,,,,,,,_04,,No,_05,company_03,_03,_03,_01,_03,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,gen_pop,49LAG7,49LAG7,773,_02,1983,42,age_04,_05,_01,_03,_06,_03,,,,,,,,,_04,"Safety work can effectively safeguard lives and property through identifying potential hazards and risk prevention and control, and each time we resolve practical issues, it brings a strong sense of accomplishment. Meanwhile, the industry continuously evolves technologies such as intelligent inspection and IoT - based protection, keeping the work full of vitality in innovation and exploration.",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_02,_02,_03,_03,_03,_03,_03,_03,_03,_04,_03,_04,_01,_02,_05,,,,,,,,_04,,,_03,,,,No,_03,company_02,_04,_01,_03,_06,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,gen_pop,MNMCH6,MNMCH6,774,_02,1998,27,age_03,_04,_01,_01,_06,_04,_08,,,,,,,,_05,工作轻松,_02,,,,,,,,,,,,,,,,,,,,,,,,,,_02,_02,_03,_03,_02,_03,_03,_02,_03,_03,_04,_03,_04,_03,_04,_03,_05,_07,,,,,,,,,,,_04,,_04,,No,_08,company_05,_04,_01,_01,_02,_04,,,,,,_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,gen_pop,C7H646,C7H646,776,_01,1985,40,age_04,_06,_01,_03,_04,_08,,,,,,,,,_04,"In the security industry, I can effectively safeguard clients' safety through work such as risk assessment and the implementation of emergency response plans, and I gain a strong sense of value every time I successfully resolve potential hazards. Meanwhile, exclusive training and mentorship programs for female practitioners promoted by platforms like SIA have helped me make breakthroughs and grow in areas such as the application of intelligent security technology and team management, allowing me to clearly see the career advancement path.",_01,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_02,_02,_03,_03,_02,_03,_03,_04,_04,_03,_04,_03,_01,_04,,,,,,,,,,,_03,,,,,No,_04,company_03,_05,_01,_02,_07,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,gen_pop,LFCEEL,LFCEEL,777,_01,1990,35,age_04,_03,_02,_06,_05,_03,_04,,,,,,,,_03,The safety work is in place.,_03,_01,_02,_03,_18,,,,,,,,,,,,,,,,,,,,,,_02,_03,_02,_03,_02,_02,_03,_03,_03,_03,_03,_03,_02,_03,_02,_01,_05,,,,,,,,,,,,_03,,,,No,_03,company_02,_01,_04,_01,_04,_01,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,gen_pop,N2N55A,N2N55A,778,_01,1996,29,age_03,_03,_01,_07,_06,_02,_03,,,,,,,,_02,"Information security is networked, and today's society needs to strengthen this issue.",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_02,_03,_02,_03,_03,_03,_03,_02,_03,_03,_02,_03,_03,_01,_05,_04,,,,,,,,,,_04,_03,,,,No,_03,company_02,_01,_01,_02,_04,_01,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,gen_pop,AK4AAH,AK4AAH,779,_01,1995,30,age_03,_03,_01,_06,_05,_04,,,,,,,,,_02,Safety management is not in place.,_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_03,_02,_02,_03,_04,_03,_02,_04,_04,_02,_04,_03,_01,_04,,,,,,,,,,,_04,,,,,No,_03,company_02,_02,_02,_02,_05,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,gen_pop,CFN923,CFN923,781,_01,1961,64,age_06,_03,_01,_05,_06,_06,,,,,,,,,_03,Because I like this way of working,_02,,,,,,,,,,,,,,,,,,,,,,,,,,_02,_02,_01,_03,_03,_02,_02,_02,_03,_02,_03,_03,_03,_03,_03,_01,_07,,,,,,,,,,,,,,_03,,No,_03,company_02,_03,_03,_01,_03,_01,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,gen_pop,65HMJ4,65HMJ4,782,_01,1979,46,age_05,_06,_01,_01,_01,_02,_05,_08,,,,,,,_04,good pay,_01,,,,,,,,,,,,,,,,,,,,,,,,,,_04,_03,_03,_03,_03,_02,_03,_03,_04,_04,_04,_04,_04,_03,_06,_01,_01,_03,_02,,,,,,_05,_05,_05,,,,,,Yes,_07,company_05,_09,_01,_03,_09,_01,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,gen_pop,M73B41,M73B41,783,_02,1997,28,age_03,_02,_01,_07,_07,_08,,,,,,,,,_03,"I am very satisfied with my current job for the following reasons:
First, this job is completely within my capabilities. I can complete various tasks efficiently and accumulate experience to improve my professional level. Whether it is daily security management or emergency response, I can handle it calmly, which makes me confident in my career development.
Second, the boss of the company is very generous. Not only does he provide competitive salary, but he also often gives employees extra rewards and care.
In addition, this job also gives me a lot of opportunities to exercise. Whether it is interpersonal communication, teamwork, or emergency response capabilities, they have been significantly improved in practice.
In general, this job not only allows me to realize my personal value, but also allows me to grow in a positive environment, so I am very satisfied with my current career status.",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_04,_03,_03,_02,_02,_03,_03,_03,_02,_04,_03,_03,_03,_03,_01,_07,,,,,,,,,,,,,,_03,,No,_04,company_03,_04,_04,_01,_04,_01,,,,,,_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,gen_pop,F3EB3L,F3EB3L,784,_01,1983,42,age_04,_02,_02,_07,_07,_07,_08,,,,,,,,_03,This job makes me feel comfortable,_03,_01,_12,_19,,,,,,,,,,,,,,,,,,,,,,,_02,_02,_04,_02,_03,_03,_03,_02,_01,_02,_02,_03,_02,_04,_02,_01,_07,,,,,,,,,,,,,,_03,,No,_02,company_01,_01,_01,_01,_02,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,gen_pop,HDFDN3,HDFDN3,787,_01,1982,43,age_04,_03,_01,_05,_06,_05,_06,,,,,,,,_02,"Outdated Regulatory Alignment​​: OSHA standards lag behind emerging technologies (e.g., modular construction, AI-driven equipment), creating ambiguity in compliance. For instance, guidelines for drone-assisted site inspections remain vague, increasing legal risks and inconsistent enforcement.",_04,_03,_15,_02,_24,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_03,_02,_03,_02,_03,_03,_03,_03,_02,_02,_03,_02,_01,_05,,,,,,,,,,,,_03,,,,No,_04,company_03,_02,_02,_02,_10,_01,,,,,,_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,gen_pop,97L29C,97L29C,788,_02,1985,40,age_04,_05,_02,_03,_06,_06,,,,,,,,,_02,"Pre-project risk evaluations rarely account for dynamic factors like weather shifts, design changes, or unexpected site conditions . This rigidity leaves teams unprepared for evolving threats, escalating incident likelihood.",_03,_02,_02,_03,_05,,,,,,,,,,,,,,,,,,,,,,_03,_04,_04,_03,_01,_04,_01,_03,_03,_02,_02,_03,_03,_04,_04,_02,none,,,,,,,,,,,,,,,,No,_04,company_03,_03,_03,_03,_03,_02,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,gen_pop,I2HLJF,I2HLJF,789,_02,1992,33,age_03,_03,_02,_02,_06,_06,,,,,,,,,_02,"Qualifications for subcontractors focus on cost over safety records. Vague contractual safety clauses and minimal oversight lead to mismatched standards—e.g., a subcontractor’s crew using uncertified machinery, exposing the entire project to liability.",_03,_02,_21,_18,_04,,,,,,,,,,,,,,,,,,,,,,_04,_02,_02,_03,_03,_02,_02,_04,_03,_03,_02,_03,_03,_03,_03,_02,none,,,,,,,,,,,,,,,,No,_05,company_03,_04,_01,_04,_04,_01,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,gen_pop,IFFCJ2,IFFCJ2,790,_02,1996,29,age_03,_04,_02,_03,_06,_06,,,,,,,,,_02,"Anonymous hazard-reporting systems are poorly publicized, fostering fear of retaliation. Workers often prioritize speed over safety, dismissing minor risks (e.g., tripping hazards) that escalate into serious incidents due to cultural apathy.",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_04,_03,_04,_02,_01,_01,_01,_01,_04,_02,_03,_02,_03,_04,_04,_04,_04,,,,,,,,,,,_03,,,,,No,_04,company_03,_04,_01,_03,_03,_01,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,gen_pop,GGKJ18,GGKJ18,791,_02,1990,35,age_04,_04,_01,_01,_05,_04,,,,,,,,,_02,"Emergency plans are rarely updated beyond initial approvals, and drills (e.g., fire evacuations) occur infrequently. Many sites lack trained first responders, leading to prolonged recovery times and preventable injuries during crises.",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_04,_04,_03,_01,_04,_03,_02,_02,_02,_02,_03,_03,_01,_02,,,,,,,,,_03,,,,,,,No,_04,company_03,_04,_02,_06,_04,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,gen_pop,I3I6F9,I3I6F9,793,_02,1989,36,age_04,_04,_01,_01,_05,_05,,,,,,,,,_02,"Management frequently pressures crews to cut corners (e.g., skipping pre-task safety briefings) to meet deadlines. Safety performance metrics are decoupled from project incentives, creating a ""speed over safety"" mindset that erodes trust in safety protocols.",_03,_03,_14,_06,_03,,,,,,,,,,,,,,,,,,,,,,_02,_02,_03,_04,_04,_02,_04,_01,_02,_02,_03,_03,_03,_03,_03,_04,none,,,,,,,,,,,,,,,,No,_03,company_02,_01,_05,_06,_02,_02,,,,,,_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,gen_pop,M26F16,M26F16,798,_02,1995,30,age_03,_02,_01,_07,_06,_02,_03,,,,,,,,_03,"It's steady work with good benefits, but the overnight surveillance shifts are taking a toll on my sleep schedule. The pay could better reflect the risks we handle daily.",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_04,_04,_04,_02,_01,_03,_04,_04,_03,_02,_03,_01,_02,_03,_03,_01,_07,_02,_06,,,,,,,_03,,,,_04,_03,,No,_07,company_05,_05,_01,_03,_03,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,gen_pop,4F1E53,4F1E53,799,_02,1971,54,age_05,_05,_01,_03,_05,_08,,,,,,,,,_03,"Very rewarding. Implementing zero-trust architectures for healthcare clients gives purpose, but compliance documentation is tedious. Leadership invests heavily in upskilling us on new cloud security tech.",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_04,_02,_01,_03,_04,_04,_03,_03,_03,_03,_03,_03,_04,_01,_04,_02,,,,,,,,_03,,_03,,,,,No,_08,company_05,_10,_01,_01,_04,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,gen_pop,3FCA6J,3FCA6J,800,_01,2000,25,age_03,_03,_01,_03,_06,_03,_04,,,,,,,,_03,"Love the cutting-edge AI work! Our self-learning models stop threats in real-time, but explaining autonomous responses to clients requires patience. Stock options are a huge plus.",_03,_01,_18,_06,,,,,,,,,,,,,,,,,,,,,,,_04,_04,_04,_02,_02,_03,_03,_03,_03,_03,_03,_01,_02,_04,_05,_02,_04,_07,_06,,,,,,,,,_04,,_04,_03,,No,_08,company_05,_04,_01,_02,_04,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,gen_pop,KNA9M5,KNA9M5,801,_01,1995,30,age_03,_04,_01,_02,_04,_01,_02,_03,,,,,,,_02,"Solid 8/10. Building next-gen firewalls with our SOC4 chips is technically fulfilling. However, the hardware division faces supply chain delays that strain deadlines.",_03,_03,_03,_06,_04,,,,,,,,,,,,,,,,,,,,,,_03,_04,_04,_02,_03,_03,_03,_04,_02,_02,_02,_01,_02,_03,_02,_02,_04,_05,,,,,,,,,,_02,_03,,,,Yes,_08,company_05,_09,_01,_02,_04,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,gen_pop,8GFK9K,8GFK9K,802,_02,1999,26,age_03,_03,_01,_03,_07,_06,_08,,,,,,,,_02,Mission-critical satisfaction. Protecting nuclear plants and grids gives immense responsibility. The niche OT focus means fewer career growth options unless I relocate.,_04,_03,_23,_16,_03,,,,,,,,,,,,,,,,,,,,,,_04,_03,_03,_03,_02,_04,_03,_04,_01,_03,_03,_01,_02,_03,_05,_01,_03,_07,_05,,,,,,,,_02,,_03,,_02,,No,_08,company_05,_08,_01,_01,_06,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,gen_pop,2FA65I,2FA65I,803,_02,1981,44,age_04,_05,_01,_03,_05,_06,,,,,,,,,_03,"Mixed feelings. Pentesting smart devices is exciting, but clients often ignore vulnerabilities we flag due to cost concerns. The startup culture is energetic yet unstable.",_03,_02,_23,_16,_12,,,,,,,,,,,,,,,,,,,,,,_03,_03,_04,_02,_02,_03,_03,_03,_02,_03,_03,_01,_03,_03,_03,_01,_07,,,,,,,,,,,,,,_04,,No,_05,company_03,_05,_01,_03,_06,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,gen_pop,K676CD,K676CD,804,_02,1976,49,age_05,_05,_01,_02,_04,_03,_04,,,,,,,,_03,"Proud but pressured. Developing rescue drones for national projects is honorable, yet 60-hour weeks during product launches are brutal. The IPO brought great equity rewards though.",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_03,_03,_03,_03,_01,_03,_03,_03,_02,_03,_03,_03,_03,_03,_02,_02,_02,_01,,,,,,,_04,_05,,,,,,,No,_08,company_05,_08,_01,_01,_05,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,gen_pop,91GNG9,91GNG9,806,_02,1991,34,age_03,_04,_01,_03,_05,_06,_07,,,,,,,,_04,Remote-work heaven! Implementing SSE solutions globally from home is flexible. Downsides? Explaining zero-trust to legacy clients feels like hitting a wall daily.,_02,,,,,,,,,,,,,,,,,,,,,,,,,,_04,_04,_04,_03,_02,_04,_03,_04,_02,_03,_03,_03,_02,_04,_05,_01,_05,_06,,,,,,,,,,,_02,_04,,,No,_08,company_05,_10,_01,_02,_04,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,gen_pop,27NNDM,27NNDM,807,_02,1982,43,age_04,_04,_01,_03,_04,_01,_03,_04,,,,,,,_03,"Love our hacker culture (Metasploit team rocks!), but sales overpromises sometimes force unrealistic pentesting timelines. Great for building offensive skills.",_03,_01,_18,_16,_04,,,,,,,,,,,,,,,,,,,,,,_04,_04,_03,_03,_01,_04,_03,_03,_04,_03,_03,_02,_04,_03,_04,_01,_01,_02,,,,,,,_03,_02,,,,,,,No,_08,company_05,_04,_01,_03,_05,_01,,,,,,_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,gen_pop,ICBI8C,ICBI8C,808,_01,1974,51,age_05,_05,_01,_02,_04,_04,_06,,,,,,,,_04,"Safety work is directly related to the safety and stability of individuals, enterprises, and even society. Whether in the fields of data security, network security, or physical security, the success of each risk warning and the repair of each vulnerability can effectively avoid potential losses. This sense of value of ""guardianship"" gives people a strong sense of professional identity.",_02,,,,,,,,,,,,,,,,,,,,,,,,,,_02,_04,_04,_03,_01,_03,_03,_02,_03,_04,_03,_03,_04,_04,_03,_01,_06,_03,,,,,,,,,_04,,,_03,,,Yes,_04,company_03,_02,_01,_03,_07,_01,,,,,,_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
